timestamp,ip,username,password,label
2025-06-08T20:58:13.872297,192.168.1.10,root,123456,Credential Stuffing
2025-06-08T20:58:20.919962,192.168.1.10,guest,123456,Credential Stuffing
2025-06-08T20:58:27.969908,203.0.113.99,user,letmein,Credential Stuffing
2025-06-08T20:58:35.008629,203.0.113.99,guest,admin,Credential Stuffing
2025-06-08T20:58:42.050414,203.0.113.99,admin,123456,Credential Stuffing
2025-06-08T20:58:49.096362,10.0.0.3,root,123456,Credential Stuffing
2025-06-08T20:58:56.147894,172.16.0.5,root,123456,Credential Stuffing
2025-06-08T20:59:03.190036,10.0.0.3,root,letmein,Brute Force
2025-06-08T20:59:10.234924,172.16.0.5,guest,password,SQL Injection
2025-06-08T20:59:17.277634,10.0.0.3,user,password,SQL Injection
2025-06-08T20:59:24.329575,10.0.0.3,user,letmein,Brute Force
2025-06-08T20:59:31.369346,172.16.0.5,guest,password,SQL Injection
2025-06-08T20:59:38.397905,203.0.113.99,admin,password,Brute Force
2025-06-08T20:59:45.449668,172.16.0.5,admin,password,Brute Force
2025-06-08T20:59:52.502264,10.0.0.3,user,password,SQL Injection
2025-06-08T20:59:59.551955,203.0.113.99,guest,letmein,Brute Force
2025-06-08T21:00:06.598482,192.168.1.10,user,123456,SQL Injection
2025-06-08T21:00:13.654228,172.16.0.5,admin,password,Credential Stuffing
2025-06-08T21:00:20.702735,10.0.0.3,user,123456,Brute Force
2025-06-08T21:00:27.744620,10.0.0.3,admin,123456,SQL Injection
2025-06-08T21:00:34.783301,192.168.1.10,user,admin,Brute Force
2025-06-08T21:00:41.826959,203.0.113.99,root,admin,SQL Injection
2025-06-08T21:00:48.882262,203.0.113.99,root,letmein,Brute Force
2025-06-08T21:00:55.931915,203.0.113.99,guest,123456,SQL Injection
2025-06-08T21:01:02.986808,172.16.0.5,user,password,Brute Force
2025-06-08T21:01:10.023207,172.16.0.5,guest,admin,Credential Stuffing
2025-06-08T21:01:17.068574,10.0.0.3,guest,admin,Brute Force
2025-06-08T21:01:24.110602,203.0.113.99,user,password,SQL Injection
2025-06-08T21:01:31.160826,172.16.0.5,root,admin,Brute Force
2025-06-08T21:01:38.203031,203.0.113.99,admin,123456,SQL Injection
2025-06-08T21:01:45.254425,172.16.0.5,user,admin,Credential Stuffing
2025-06-08T21:01:52.308014,192.168.1.10,root,123456,SQL Injection
2025-06-08T21:01:59.348801,203.0.113.99,guest,letmein,SQL Injection
2025-06-08T21:02:06.391643,192.168.1.10,guest,123456,Credential Stuffing
2025-06-08T21:02:13.435432,172.16.0.5,root,123456,SQL Injection
2025-06-08T21:02:20.473932,172.16.0.5,admin,letmein,Credential Stuffing
2025-06-08T21:02:27.526430,172.16.0.5,user,password,Brute Force
2025-06-08T21:02:34.563524,172.16.0.5,user,admin,Brute Force
2025-06-08T21:02:41.611995,172.16.0.5,admin,admin,Brute Force
2025-06-08T21:02:48.639861,10.0.0.3,admin,password,SQL Injection
2025-06-08T21:02:55.677849,203.0.113.99,user,letmein,Brute Force
2025-06-08T21:03:02.730487,172.16.0.5,guest,password,Brute Force
2025-06-08T21:03:09.780859,10.0.0.3,admin,admin,Credential Stuffing
2025-06-08T21:03:16.839075,192.168.1.10,root,123456,Credential Stuffing
2025-06-08T21:03:23.869827,192.168.1.10,root,password,SQL Injection
2025-06-08T21:03:30.921123,192.168.1.10,user,admin,Brute Force
2025-06-08T21:03:37.956702,10.0.0.3,admin,123456,Brute Force
2025-06-08T21:03:44.998003,172.16.0.5,user,letmein,SQL Injection
2025-06-08T21:03:52.052335,10.0.0.3,guest,123456,Brute Force
2025-06-08T21:03:59.089827,192.168.1.10,admin,123456,Brute Force
2025-06-08T21:04:06.130986,172.16.0.5,admin,123456,SQL Injection
2025-06-08T21:04:13.176809,203.0.113.99,guest,letmein,Brute Force
2025-06-08T21:04:20.217923,203.0.113.99,root,letmein,SQL Injection
2025-06-08T21:04:27.256207,10.0.0.3,admin,123456,Credential Stuffing
2025-06-08T21:04:34.294114,203.0.113.99,root,123456,Brute Force
2025-06-08T21:04:41.335532,203.0.113.99,admin,123456,Credential Stuffing
2025-06-08T21:13:16.122870,192.168.1.10,admin,admin,Credential Stuffing
2025-06-08T21:13:23.174405,192.168.1.10,user,password,Credential Stuffing
2025-06-08T21:13:30.220568,10.0.0.3,admin,admin,Credential Stuffing
2025-06-08T21:13:37.257753,10.0.0.3,admin,admin,Brute Force
2025-06-08T21:13:44.285801,203.0.113.99,root,123456,Brute Force
2025-06-08T21:13:51.336105,192.168.1.10,admin,letmein,Brute Force
2025-06-08T21:13:58.378622,203.0.113.99,user,password,SQL Injection
2025-06-08T21:14:05.423147,192.168.1.10,root,letmein,Brute Force
2025-06-08T21:14:12.473872,10.0.0.3,user,password,SQL Injection
2025-06-08T21:14:19.505003,203.0.113.99,admin,letmein,SQL Injection
2025-06-08T21:14:26.542783,203.0.113.99,guest,admin,Brute Force
2025-06-08T21:14:33.576843,172.16.0.5,admin,letmein,SQL Injection
2025-06-08T21:14:40.610267,192.168.1.10,user,password,Brute Force
2025-06-08T21:14:47.650958,192.168.1.10,guest,password,Credential Stuffing
2025-06-08T21:14:54.702585,172.16.0.5,user,password,Credential Stuffing
2025-06-08T21:15:01.738021,172.16.0.5,admin,letmein,Credential Stuffing
2025-06-08T21:15:08.797093,10.0.0.3,admin,admin,Brute Force
2025-06-08T21:15:15.844953,203.0.113.99,admin,letmein,SQL Injection
2025-06-08T21:15:22.905175,10.0.0.3,user,letmein,Brute Force
2025-06-08T21:15:29.943714,192.168.1.10,root,letmein,Brute Force
2025-06-08T21:15:36.991314,172.16.0.5,root,letmein,Brute Force
2025-06-08T21:15:44.041945,192.168.1.10,root,123456,Brute Force
2025-06-08T21:15:51.083869,10.0.0.3,root,admin,Brute Force
2025-06-08T21:15:58.115861,192.168.1.10,admin,123456,Credential Stuffing
2025-06-08T21:16:05.156518,192.168.1.10,root,123456,Brute Force
2025-06-08T21:18:51.195978,172.16.0.5,guest,123456,SQL Injection
2025-06-08T21:18:58.248943,172.16.0.5,user,letmein,Brute Force
2025-06-08T21:19:05.290053,172.16.0.5,admin,password,Credential Stuffing
2025-06-08T21:19:12.331680,172.16.0.5,guest,123456,Credential Stuffing
2025-06-08T21:19:19.376120,203.0.113.99,root,letmein,Brute Force
2025-06-08T21:19:26.423111,192.168.1.10,root,admin,Credential Stuffing
2025-06-08T21:19:33.472128,192.168.1.10,root,admin,Brute Force
2025-06-08T21:19:40.510014,172.16.0.5,guest,letmein,Credential Stuffing
2025-06-08T21:19:47.564981,172.16.0.5,user,password,SQL Injection
2025-06-08T21:19:54.613731,203.0.113.99,guest,password,SQL Injection
2025-06-08T21:20:01.648730,10.0.0.3,user,letmein,Credential Stuffing
2025-06-08T21:20:08.691418,192.168.1.10,root,password,Brute Force
2025-06-08T21:20:15.739155,192.168.1.10,guest,admin,Credential Stuffing
2025-06-08T21:20:22.773799,203.0.113.99,guest,123456,Brute Force
2025-06-08T21:20:29.820038,172.16.0.5,user,password,SQL Injection
2025-06-08T21:20:36.859212,10.0.0.3,user,admin,SQL Injection
2025-06-08T21:20:43.917146,172.16.0.5,user,admin,Brute Force
2025-06-08T21:20:50.958319,10.0.0.3,guest,admin,SQL Injection
2025-06-08T21:20:58.011732,172.16.0.5,root,123456,Credential Stuffing
2025-06-08T21:21:05.052881,10.0.0.3,root,admin,Credential Stuffing
2025-06-08T21:21:12.099070,172.16.0.5,admin,123456,Credential Stuffing
2025-06-08T21:21:19.142144,203.0.113.99,guest,letmein,Credential Stuffing
2025-06-08T21:21:26.186998,172.16.0.5,admin,letmein,Credential Stuffing
2025-06-08T21:21:33.230249,192.168.1.10,user,admin,SQL Injection
2025-06-08T21:21:40.278646,10.0.0.3,root,123456,SQL Injection
2025-06-08T21:21:47.329414,10.0.0.3,admin,123456,Credential Stuffing
2025-06-08T21:21:54.381369,10.0.0.3,admin,admin,SQL Injection
2025-06-08T21:22:01.420364,172.16.0.5,admin,admin,Brute Force
2025-06-08T21:22:08.472967,10.0.0.3,admin,letmein,Credential Stuffing
2025-06-08T21:22:15.532495,10.0.0.3,guest,password,Credential Stuffing
2025-06-08T21:22:22.588402,10.0.0.3,admin,password,Credential Stuffing
2025-06-08T21:22:29.636402,192.168.1.10,admin,letmein,SQL Injection
2025-06-08T21:22:36.691294,172.16.0.5,user,letmein,Brute Force
2025-06-08T21:22:43.718110,203.0.113.99,user,letmein,Credential Stuffing
2025-06-08T21:22:50.763348,172.16.0.5,guest,letmein,Brute Force
2025-06-08T21:22:57.812903,10.0.0.3,user,123456,Brute Force
2025-06-08T21:23:04.853480,203.0.113.99,user,password,Credential Stuffing
2025-06-08T21:23:11.889890,10.0.0.3,admin,123456,SQL Injection
2025-06-08T21:23:18.936991,10.0.0.3,guest,letmein,Credential Stuffing
2025-06-08T21:23:25.981150,10.0.0.3,admin,123456,Brute Force
2025-06-08T21:23:33.008700,192.168.1.10,user,123456,SQL Injection
2025-06-08T21:23:40.059512,203.0.113.99,root,admin,SQL Injection
2025-06-08T21:23:47.101711,10.0.0.3,guest,admin,SQL Injection
2025-06-08T21:23:54.145433,10.0.0.3,guest,letmein,Brute Force
2025-06-08T21:24:01.199019,172.16.0.5,guest,123456,Credential Stuffing
2025-06-08T21:24:08.250471,192.168.1.10,admin,admin,Brute Force
2025-06-08T21:24:15.302424,203.0.113.99,root,password,Brute Force
2025-06-08T21:24:22.334810,172.16.0.5,user,admin,Brute Force
2025-06-08T21:24:29.376645,203.0.113.99,guest,123456,SQL Injection
2025-06-08T21:24:36.398773,10.0.0.3,user,letmein,Credential Stuffing
2025-06-08T21:24:43.444612,172.16.0.5,admin,letmein,Brute Force
2025-06-08T21:24:50.493382,192.168.1.10,user,admin,Brute Force
2025-06-08T21:24:57.523805,10.0.0.3,user,123456,Credential Stuffing
2025-06-08T21:25:04.570028,10.0.0.3,user,123456,Brute Force
2025-06-08T21:25:11.604310,10.0.0.3,admin,admin,Credential Stuffing
2025-06-08T21:25:18.647129,172.16.0.5,user,admin,Credential Stuffing
2025-06-08T21:25:25.689624,203.0.113.99,user,admin,Brute Force
2025-06-08T21:25:32.727406,192.168.1.10,user,admin,Credential Stuffing
2025-06-08T21:25:39.771045,172.16.0.5,guest,admin,Brute Force
2025-06-08T21:25:46.800406,172.16.0.5,guest,123456,SQL Injection
2025-06-08T21:25:53.850528,192.168.1.10,admin,letmein,Brute Force
2025-06-08T21:26:00.899514,203.0.113.99,guest,password,SQL Injection
2025-06-08T21:26:07.939186,192.168.1.10,root,admin,Brute Force
2025-06-08T21:26:14.977047,192.168.1.10,user,letmein,SQL Injection
2025-06-08T21:26:22.028368,172.16.0.5,root,password,SQL Injection
2025-06-08T21:26:29.063526,172.16.0.5,admin,admin,Brute Force
2025-06-08T21:26:36.115791,172.16.0.5,admin,admin,SQL Injection
2025-06-08T21:26:43.160937,172.16.0.5,admin,admin,Credential Stuffing
2025-06-08T21:26:50.196368,203.0.113.99,admin,letmein,Brute Force
2025-06-08T21:26:57.242716,192.168.1.10,root,admin,Credential Stuffing
2025-06-08T21:27:04.282803,192.168.1.10,admin,123456,SQL Injection
2025-06-08T21:27:11.321801,203.0.113.99,admin,123456,Credential Stuffing
2025-06-08T21:27:18.360432,10.0.0.3,user,123456,Credential Stuffing
2025-06-08T21:27:25.398963,172.16.0.5,admin,admin,Credential Stuffing
2025-06-08T21:27:32.440349,192.168.1.10,admin,admin,Brute Force
2025-06-08T21:27:39.482224,192.168.1.10,user,password,Brute Force
2025-06-08T21:27:46.526119,10.0.0.3,admin,letmein,Credential Stuffing
2025-06-08T21:27:53.573616,172.16.0.5,guest,letmein,Brute Force
2025-06-08T21:28:00.618360,172.16.0.5,guest,123456,Brute Force
2025-06-08T21:28:07.655779,10.0.0.3,root,123456,Brute Force
2025-06-08T21:28:14.701399,192.168.1.10,admin,123456,Credential Stuffing
2025-06-08T21:28:21.752393,172.16.0.5,guest,letmein,Brute Force
2025-06-08T21:28:28.796603,192.168.1.10,root,123456,Brute Force
2025-06-08T21:28:35.836311,10.0.0.3,guest,letmein,Brute Force
2025-06-08T21:28:42.861304,203.0.113.99,root,admin,SQL Injection
2025-06-08T21:28:49.889935,203.0.113.99,admin,123456,Credential Stuffing
2025-06-08T21:28:56.922456,203.0.113.99,admin,admin,SQL Injection
2025-06-08T21:29:03.967873,203.0.113.99,root,admin,Credential Stuffing
2025-06-08T21:29:11.017149,192.168.1.10,user,password,SQL Injection
2025-06-08T21:29:18.068670,10.0.0.3,admin,123456,SQL Injection
2025-06-08T21:29:25.117164,192.168.1.10,guest,letmein,SQL Injection
2025-06-08T21:29:32.161756,192.168.1.10,guest,123456,SQL Injection
2025-06-08T21:29:39.197103,172.16.0.5,guest,123456,Credential Stuffing
2025-06-08T21:29:46.246715,192.168.1.10,root,123456,Brute Force
2025-06-08T21:29:53.285990,172.16.0.5,root,admin,SQL Injection
2025-06-08T21:30:00.333911,172.16.0.5,root,password,Brute Force
2025-06-08T21:30:07.384826,172.16.0.5,root,letmein,Credential Stuffing
2025-06-08T21:30:14.428421,192.168.1.10,user,admin,SQL Injection
2025-06-08T21:30:21.463662,172.16.0.5,root,password,Credential Stuffing
2025-06-08T21:30:28.503940,203.0.113.99,user,password,Credential Stuffing
2025-06-08T21:30:35.554229,203.0.113.99,user,admin,Credential Stuffing
2025-06-08T21:30:42.590306,192.168.1.10,guest,admin,Brute Force
2025-06-08T21:30:49.630019,172.16.0.5,root,admin,Credential Stuffing
2025-06-08T21:30:56.668822,192.168.1.10,root,admin,SQL Injection
2025-06-08T21:31:03.713653,10.0.0.3,admin,password,SQL Injection
2025-06-08T21:31:10.748782,10.0.0.3,guest,letmein,Brute Force
2025-06-08T21:31:17.786214,203.0.113.99,user,password,SQL Injection
2025-06-08T21:31:24.835036,192.168.1.10,guest,admin,Brute Force
2025-06-08T21:31:31.899257,203.0.113.99,guest,letmein,Brute Force
2025-06-08T21:31:38.935492,192.168.1.10,guest,letmein,Credential Stuffing
2025-06-08T21:31:45.980147,172.16.0.5,user,123456,Credential Stuffing
2025-06-08T21:31:53.028151,10.0.0.3,guest,password,SQL Injection
2025-06-08T21:32:00.058892,192.168.1.10,admin,123456,SQL Injection
2025-06-08T21:32:07.108260,203.0.113.99,user,password,SQL Injection
2025-06-08T21:32:14.140918,203.0.113.99,admin,123456,Brute Force
2025-06-08T21:32:21.173968,192.168.1.10,admin,123456,SQL Injection
2025-06-08T21:32:28.209316,203.0.113.99,user,letmein,Brute Force
2025-06-08T21:32:35.253462,10.0.0.3,admin,letmein,Credential Stuffing
2025-06-08T21:32:42.300785,203.0.113.99,root,admin,SQL Injection
2025-06-08T21:32:49.329908,203.0.113.99,admin,letmein,Credential Stuffing
2025-06-08T21:32:56.377264,172.16.0.5,guest,password,Credential Stuffing
2025-06-08T21:33:03.415100,203.0.113.99,root,letmein,Credential Stuffing
2025-06-08T21:33:10.468778,192.168.1.10,admin,password,Credential Stuffing
2025-06-08T21:33:17.513258,192.168.1.10,user,admin,Brute Force
2025-06-08T21:33:24.546795,203.0.113.99,user,admin,Credential Stuffing
2025-06-08T21:33:31.595466,172.16.0.5,admin,admin,Brute Force
2025-06-08T21:33:38.644806,203.0.113.99,guest,admin,Credential Stuffing
2025-06-08T21:33:45.685861,10.0.0.3,guest,123456,Credential Stuffing
2025-06-08T21:33:52.723681,203.0.113.99,guest,password,Brute Force
2025-06-08T21:33:59.766109,172.16.0.5,user,password,Brute Force
2025-06-08T21:34:06.811787,192.168.1.10,guest,123456,SQL Injection
2025-06-08T21:34:13.855730,203.0.113.99,root,admin,Credential Stuffing
2025-06-08T21:34:20.897048,192.168.1.10,guest,password,Brute Force
2025-06-08T21:34:27.947232,10.0.0.3,guest,admin,Brute Force
2025-06-08T21:34:34.995580,192.168.1.10,root,admin,SQL Injection
2025-06-08T21:34:42.038623,10.0.0.3,root,password,Brute Force
2025-06-08T21:34:49.086032,10.0.0.3,admin,letmein,Credential Stuffing
2025-06-08T21:34:56.127181,172.16.0.5,user,password,Credential Stuffing
2025-06-08T21:35:03.179653,203.0.113.99,admin,password,SQL Injection
2025-06-08T21:35:10.224872,203.0.113.99,guest,123456,Credential Stuffing
2025-06-08T21:35:17.259438,172.16.0.5,admin,password,Brute Force
2025-06-08T21:35:24.299226,203.0.113.99,user,letmein,SQL Injection
